Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
kalalou-wooden-honey-comb-shelf-with-metal-mesh-frame-ant-brass-finish,Kalalou Wooden Honey Comb Shelf With Metal Mesh Frame,"<span>This fabulous honey comb transitional wall shelving looks interesting even before you ever set anything on it. An antiqued brass finish juxtaposes handsomely with the wood display sections. Any room in the house will benefit from this eye-catching unit. It depends on your creativity how you further enhance the beauty of this airy shelf.</span>
<ul id=""cbp-ntaccordion"" class=""cbp-ntaccordion"">
<li>
<h3 class=""cbp-nttrigger"">Product Description</h3>
<div class=""cbp-ntcontent"">
<p>‰ۢ Large Dimensions: 30"" x 7"" x 28"" T</p>
<p>‰ۢ Material: Wood &amp; Brass</p>
<p>‰ۢ Finish: Ant Brass Finish</p>
<p>‰ۢ Sold in Boxes of: 1 Each</p>
<p>‰ۢ SKU:CMX2287</p>
<p>‰ۢ Brand: Kalalou</p>
</div>
</li>
<li>
<h3 class=""cbp-nttrigger"">Additional Information:</h3>
<div class=""cbp-ntcontent"">
<p>‰ۢ Material: Wood, Metal</p>
<p>‰ۢ Color: Gold, Brass, Antique Brass</p>
<p>‰ۢ Style: Transitional</p>
<p>‰ۢ Assembly Reqd Or Not: Assembled</p>
<p>‰ۢ Shape: Rectangle</p>
<p>‰ۢ Features: Decorative Shelving, Wall Mountable</p>
</div>
</li>
<li>
<h3 class=""cbp-nttrigger"">Returns &amp; Exchanges</h3>
<div class=""cbp-ntcontent"">
<p>Non-returnable.</p>
<p>Damaged items will be replaced.</p>
<p><a href=""http://www.modishstore.com/pages/returns-exchanges"">See full return policy</a></p>
</div>
</li>
</ul>",Kalalou,Wall Shelf,"Bellacor Prods, Blue, Ceramic, Decorative Objects & Figurines, DISCOUNT, furniture-instock, Green, Kalalou, Kalalou-Wall Shelf, KALALOU20_DISCOUNT_20, Lawn & Garden_Sale, Modern, Novelty Planter, Novelty Shape, Red, Single Piece, Solid Pattern, Specialty Shape, Tabletop Planters, Troughs & Cachepots, Turquoise, White",true,Title,Default Title,,,,,CMX2287,0.0,shopify,continue,manual,271.95,,true,true,'841628119107,https://cdn.shopify.com/s/files/1/0480/4175/4779/products/CMX2287-hr.jpg?v=1609391067,1,Kalalou Wooden Honey Comb Shelf With Metal Mesh Frame - Ant Brass Finish,false,,,Furniture > Shelving > Wall Shelves & Ledges,,,CMX2287,,,new,FALSE,,,,,Active,,lb,,9.00,active
kalalou-wooden-display-stands-with-marble-tops-set-of-3,Kalalou Wooden Display Stands With Marble Tops - Set Of 3,"<p>The Kalalou Wooden Display Stands With Marble Tops is an elegant and less space consuming home decor. These Display stands have a wooden designer base and has a plain and classy Marble Top in a round shape. The combination of the materials of wood and marble looks stunning. The Wooden Display Stands With Marble Tops from Kalalou is available in a set of three. The three Kalalou Display stands are made in three different sizes of Large, Medium and Small.</p><ul id=""cbp-ntaccordion"" class=""cbp-ntaccordion""><li><h3 class=""cbp-nttrigger"">Product Description</h3><div class=""cbp-ntcontent""><p>‰ۢ Large Dimensions: 10"" D x 17"" T</p><p>‰ۢ Medium Dimensions: 10"" D x 13.5"" T</p><p>‰ۢ Small Dimensions: 10"" D x 10.5"" T</p><p>‰ۢ Material: Wood &amp; Marble</p><p>‰ۢ Shape: Round</p><p>‰ۢ Sold in Boxes of: 1 Each</p><p>‰ۢ SKU:åÊNART1000</p><p>‰ۢ Brand: Kalalou</p></div></li><li><h3 class=""cbp-nttrigger"">Additional Information:</h3><div class=""cbp-ntcontent""><p>‰ۢ Material: Metal</p><p>‰ۢ Color: Brown</p><p>‰ۢ Style: Rustic</p><p>‰ۢ Type: Cake Plates / Stands</p><p>‰ۢ Shape: Round</p><p>‰ۢ Finish: Metal</p><p>‰ۢ Pieces In Set: Single Piece</p></div></li><li><h3 class=""cbp-nttrigger"">Returns &amp; Exchanges</h3><div class=""cbp-ntcontent""><p>Non-returnable.</p><p>Damaged items will be replaced.</p><p><a href=""http://www.modishstore.com/pages/returns-exchanges"">See full return policy</a></p></div></li></ul>",Kalalou,TV Tray Tables,"4 Piece Set, Animals, Ceramic, Contemporary, Farmhouse, Home Accents & Wall Decor_Sale, Kalalou, Kalalou-Wall Decor, Multicolored, Novelty Shape, Piggy",true,Title,Default Title,,,,,NART1000,0.0,shopify,continue,manual,177.95,,true,true,'841628121452,https://cdn.shopify.com/s/files/1/0480/4175/4779/products/NART1000-hr.jpg?v=1609391065,1,Kalalou Wooden Display Stands With Marble Tops - Set Of 3,false,,,Furniture > Tables > Accent Tables,,,NART1000,,,new,FALSE,,,,,Active,,lb,,9.00,active
kalalou-four-tiered-perforated-metal-display-tower,Kalalou Four Tiered Perforated Metal Display Tower,"<p>The Kalalou Four Tiered Perforated Metal Display Tower comes with display spaces that are functional as well as appealing to the eyes. With a robust metal frame construction, this chic piece is ideal for spaces such as the kitchen and dining room.</p><ul id=""cbp-ntaccordion"" class=""cbp-ntaccordion""><li><h3 class=""cbp-nttrigger"">Product Description</h3><div class=""cbp-ntcontent""><p>‰ۢ Product Dimensions: 14.5"" x 10.5"" x 39.5"" T</p><p>‰ۢ Material: Metal</p><p>‰ۢ Sold in Boxes of: 1 Each</p><p>‰ۢ SKU:åÊCMX2284</p><p>‰ۢ Brand: Kalalou</p></div></li><li><h3 class=""cbp-nttrigger"">Returns &amp; Exchanges</h3><div class=""cbp-ntcontent""><p>Non-returnable.</p><p>Damaged items will be replaced.</p><p><a href=""http://www.modishstore.com/pages/returns-exchanges"">See full return policy</a></p></div></li></ul>",Kalalou,Kitchen Accessories,"3 Piece Set, Accent Jars, Ceramic, DISCOUNT, Gray, Grey, Kalalou, Kalalou-Kitchen Accessories, Kalalou-Vases, KALALOU10_DISCOUNT_10, Novelty Shape, Textured, Traditional, Vintage",true,Title,Default Title,,,,,CMX2284,0.0,shopify,continue,manual,257.95,,true,true,'841628119084,https://cdn.shopify.com/s/files/1/0480/4175/4779/products/CMX2284-hr.jpg?v=1609391063,1,Kalalou Four Tiered Perforated Metal Display Tower,false,,,Home & Garden > Decor,,,CMX2284,,,new,FALSE,,,,,Active,,lb,,6.00,active
kalalou-square-metal-three-tiered-display,Kalalou Square Metal Three Tiered Display,"<p>The 3-Tier Square Metal Display presents a rustic country ambiance in showcasing your delectable specialties of the day. This is a wonderful novelty display case for tempting your guests with delights at your next wine and cheese party. This display case would look perfect on any tabletop, buffet table or kitchen counter.</p><ul id=""cbp-ntaccordion"" class=""cbp-ntaccordion""><li><h3 class=""cbp-nttrigger"">Product Description</h3><div class=""cbp-ntcontent""><p>‰ۢ Product Dimensions: 10"" x 12"" x 30.5"" T</p><p>‰ۢ Material: Metal</p><p>‰ۢ Shape: Square</p><p>‰ۢ Sold in Boxes of: 1 Each</p><p>‰ۢ SKU:åÊCLL1014</p><p>‰ۢ Brand: Kalalou</p></div></li><li><h3 class=""cbp-nttrigger"">Additional Information:</h3><div class=""cbp-ntcontent""><p>‰ۢ Material: Metal</p><p>‰ۢ Color: Black</p><p>‰ۢ Style: Industrial</p><p>‰ۢ Type: Cake Plates / Stands</p><p>‰ۢ Shape: Square</p><p>‰ۢ Finish: Black</p><p>‰ۢ Pieces In Set: Single Piece</p></div></li><li><h3 class=""cbp-nttrigger"">Returns &amp; Exchanges</h3><div class=""cbp-ntcontent""><p>Non-returnable.</p><p>Damaged items will be replaced.</p><p><a href=""http://www.modishstore.com/pages/returns-exchanges"">See full return policy</a></p></div></li></ul>",Kalalou,Cake & Tiered Stands,"3 Piece Set, Apothecary Jars, Bellacor Prods, Canister Set, Ceramic, Contemporary, Dining & Entertaining_Sale, DISCOUNT, Gray, Grey, Handmade, Kalalou, Kalalou-Jars & Canisters, KALALOU20_DISCOUNT_20, Set-Jars & Canisters, Solid Pattern, Traditional",true,Title,Default Title,,,,,CLL1014,0.0,shopify,continue,manual,117.95,,true,true,'723472083387,https://cdn.shopify.com/s/files/1/0480/4175/4779/products/CLL1014-hr.jpg?v=1609391061,1,Kalalou Square Metal Three Tiered Display,false,,,Home & Garden > Kitchen & Dining > Tableware > Serveware > Cake Stands,,,CLL1014,,,new,FALSE,,,,,Active,,lb,,8.00,active
kalalou-ceramic-camper-lamp-set-of-2,Kalalou Ceramic Camper Lamp-Set of 2,"<ul id=""cbp-ntaccordion"" class=""cbp-ntaccordion"">
<li>
<h3 class=""cbp-nttrigger"">Product Description</h3>
<div class=""cbp-ntcontent"">
<p>• Product Dimensions: 7.5"" x 3"" x 5.5"" T</p>
<p>• Material: Ceramic</p>
<p>• Sold in Boxes: 1 Each</p>
<p>• SKU:CDV1754</p>
<p>• Brand: Kalalou</p>
</div>
</li>
<li>
<h3 class=""cbp-nttrigger"">Returns &amp; Exchanges</h3>
<div class=""cbp-ntcontent"">
<p>Non-returnable.</p>
<p>Damaged items will be replaced.</p>
<p><a href=""http://www.modishstore.com/pages/returns-exchanges"">See full return policy</a></p>
</div>
</li>
</ul>",Kalalou,Desk Lamps,"6 Piece Set, Bellacor Prods, Birds, Ceramic, Decorative Wall Hangings, DISCOUNT, Home Accents & Wall Decor_Sale, Kalalou, Kalalou-Wall Decor, KALALOU20_DISCOUNT_20, Lighting_Sale, Multicolored, Novelty Shape, Vintage",true,Title,Default Title,,,,,CDV1754,0.0,shopify,continue,manual,59.90,,true,true,'841628147957,https://cdn.shopify.com/s/files/1/0480/4175/4779/products/Kalalou_Ceramic_Camper_Lamp_-_Set_Of_2.jpg?v=1609391059,1,Kalalou Ceramic Camper Lamp - Set Of 2,false,,,Home & Garden > Lighting > Lamps,,,CDV1754,,,new,FALSE,,,,,Active,,lb,,3.00,active
kalalou-arched-iron-mirror,Kalalou Arched Iron Mirror,"<ul id=""cbp-ntaccordion"" class=""cbp-ntaccordion"">
<li>
<h3 class=""cbp-nttrigger"">Product Description</h3>
<div class=""cbp-ntcontent"">
<p>‰ۢ Product Dimensions: 39"" x 39"" T</p>
<p>‰ۢ Material: Glass &amp; Iron</p>
<p>‰ۢ Sold in Boxes of: 1 Each</p>
<p>‰ۢ SKU:åÊCRD1085</p>
<p>‰ۢ Brand: Kalalou</p>
</div>
</li>
<li>
<h3 class=""cbp-nttrigger"">Additional Information:</h3>
<div class=""cbp-ntcontent"">
<p>‰ۢ Material: Glass, Iron</p>
<p>‰ۢ Color: Brown, Natural</p>
<p>‰ۢ Style: Rustic</p>
<p>‰ۢ Type: Wall Mirrors</p>
<p>‰ۢ Shape: Arch / Crowned Top</p>
<p>‰ۢ Hanging Orientation: Vertical</p>
</div>
</li>
<li>
<h3 class=""cbp-nttrigger"">Returns &amp; Exchanges</h3>
<div class=""cbp-ntcontent"">
<p>Non-returnable.</p>
<p>Damaged items will be replaced.</p>
<p><a href=""http://www.modishstore.com/pages/returns-exchanges"">See full return policy</a></p>
</div>
</li>
</ul>",Kalalou,Mirrors,"9 Piece Set, Animals, Bellacor Prods, Bud, Ceramic, Contemporary, Cream, Cylinder, DISCOUNT, Home Accents & Wall Decor_Sale, kal-decor-instock, Kalalou, Kalalou-Mirrors, KALALOU20_DISCOUNT_20, Mirrors, Transitional, White",true,Title,Default Title,,,,,CRD1085,0.0,shopify,continue,manual,689.95,,true,true,'841628119879,https://cdn.shopify.com/s/files/1/0480/4175/4779/products/CRD1085_-_Kalalou_Arched_Iron_Mirror.jpg?v=1609391057,1,,false,,,Home & Garden > Decor > Mirrors,,,CRD1085,,,new,FALSE,,,,,Active,,lb,,4.00,active
kalalou-arched-iron-mirror,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0480/4175/4779/products/CRD1085-hr_grande_5528b3d7-16f5-401e-b113-f0fbc47c6413.jpg?v=1609391057,2,Kalalou Arched Iron Mirror,,,,,,,,,,,,,,,,,,,,,
kalalou-recycled-iron-sail-boat,Kalalou Recycled Iron Sail Boat,"<p>homThe Kalalou Recycled Iron Sail Boat is a scenery caught from the port delivered straight to your home. Why go to sea side to relish the beautiful scenery of Sail Boat when you can bring it home. The Kalalou Recycled Iron Sail Boat is a unique and magnificent work of art. This miniature of a Sail Boat will always give you an exciting and holiday feel. The Recycled Iron Sail Boat from Kalalou is made in material of high quality iron.</p>
<ul id=""cbp-ntaccordion"" class=""cbp-ntaccordion"">
<li>
<h3 class=""cbp-nttrigger"">Product Description</h3>
<div class=""cbp-ntcontent"">
<p>‰ۢ Product Dimensions: 35"" x 8"" x 34"" T</p>
<p>‰ۢ Material: Iron</p>
<p>‰ۢ Sold in Boxes of: 1 Each</p>
<p>‰ۢ SKU:åÊNTM1001</p>
<p>‰ۢ Brand: Kalalou</p>
</div>
</li>
<li>
<h3 class=""cbp-nttrigger"">Returns &amp; Exchanges</h3>
<div class=""cbp-ntcontent"">
<p>Non-returnable.</p>
<p>Damaged items will be replaced.</p>
<p><a href=""http://www.modishstore.com/pages/returns-exchanges"">See full return policy</a></p>
</div>
</li>
</ul>",Kalalou,Home Accents,"Contemporary, DISCOUNT, Home Accents, kal-decor-instock, Kalalou, Kalalou-Home Accents, KALALOU10_DISCOUNT_10, Modern",true,Title,Default Title,,,,,NTM1001,0.0,shopify,continue,manual,169.95,,true,true,'841628105193,https://cdn.shopify.com/s/files/1/0480/4175/4779/products/NTM1001-hr.jpg?v=1609391054,1,Kalalou Recycled Iron Sail Boat,false,,,Home & Garden > Decor,,,NTM1001,,,new,FALSE,,,,,Active,,lb,,7.00,active
kalalou-recycled-turned-wood-candle-holders-set-of-4,Kalalou Recycled Turned Wood Candle Holders - Set Of 4,"<p>The Kalalou Recycled Turned Wood Candle Holders are simple and elegant candle holders in the round shape to embellish your home. These Candle Holders from Kalalou are available in the set of four in different sizes. The Candle Holders are in variety of sizes of Extra Large,Large, Medium and Small. These Candle Holders can be kept together at one place or distributed to illuminate different places of your home. The Kalalou Recycled Turned Wood Candle Holders is made in wooden material.</p>
<ul id=""cbp-ntaccordion"" class=""cbp-ntaccordion"">
<li>
<h3 class=""cbp-nttrigger"">Product Description</h3>
<div class=""cbp-ntcontent"">
<p>‰ۢ Extra Large Dimensions: 6"" D x 25"" T</p>
<p>‰ۢ Large Dimensions: 4.5"" D x 17.5"" T</p>
<p>‰ۢ Medium Dimensions: 4"" D x 12.5"" T</p>
<p>‰ۢ Small Dimensions: 4"" D x 6.5"" T</p>
<p>‰ۢ Material: Wood</p>
<p>‰ۢ Shape: Round</p>
<p>‰ۢ Sold in Boxes of: 1 Each</p>
<p>‰ۢ SKU:åÊNAT1011</p>
<p>‰ۢ Brand: Kalalou</p>
</div>
</li>
<li>
<h3 class=""cbp-nttrigger"">Additional Information:</h3>
<div class=""cbp-ntcontent"">
<p>‰ۢ Material: Wood</p>
<p>‰ۢ Color: Brown</p>
<p>‰ۢ Style: Contemporary</p>
<p>‰ۢ Type: Candlesticks</p>
<p>‰ۢ Shape: Round</p>
</div>
</li>
<li>
<h3 class=""cbp-nttrigger"">Returns &amp; Exchanges</h3>
<div class=""cbp-ntcontent"">
<p>Non-returnable.</p>
<p>Damaged items will be replaced.</p>
<p><a href=""http://www.modishstore.com/pages/returns-exchanges"">See full return policy</a></p>
</div>
</li>
</ul>",Kalalou,Candle Holders,"3 Piece Set, Ceramic, Clay, Floor Planters, Grey, holiday candle, Indoor Use, Iron, kal-outdoor-instock, Kalalou, Kalalou-Outdoor Planters, Metal, Novelty Shape, Outdoor Use, Pot Planters, Rustic, Solid Pattern, Triangle, Troughs & Cachepots",true,Title,Default Title,,,,,NAT1011,0.0,shopify,continue,manual,157.95,,true,true,'841628121537,https://cdn.shopify.com/s/files/1/0480/4175/4779/products/NAT1011-hr.jpg?v=1609391052,1,Kalalou Recycled Turned Wood Candle Holders - Set Of 4,false,,,Home & Garden > Decor > Home Fragrance Accessories > Candle Holders,,,NAT1011,,,new,FALSE,,,,,Active,,lb,,7.00,active
kalalou-recycled-wooden-deer-head-wall-hanging,Kalalou Recycled Wooden Deer Head Wall Hanging,"<p>The Kalalou Recycled Wooden Deer Head Wall Hanging will give an eye-catching look to your wall. This deer head has a great natural finish.åÊ</p>
<p>Not Impressed? No Problem! Have a quick glance at our full range of <a href=""https://www.modishstore.com/collections/deer-head-collection"">Deer Head Collection</a></p>
<ul id=""cbp-ntaccordion"" class=""cbp-ntaccordion"">
<li>
<h3 class=""cbp-nttrigger"">Product Description</h3>
<div class=""cbp-ntcontent"">
<p>‰ۢ Product Dimensions: 13"" x 8"" x 20"" T</p>
<p>‰ۢ Material: Wooden</p>
<p>‰ۢ Sold in Boxes of: 1 Each</p>
<p>‰ۢ SKU: CGU2225</p>
<p>‰ۢ Brand: Kalalou</p>
</div>
</li>
<li>
<h3 class=""cbp-nttrigger"">Returns &amp; Exchanges</h3>
<div class=""cbp-ntcontent"">
<p>Non-returnable.</p>
<p>Damaged items will be replaced.</p>
<p><a href=""http://www.modishstore.com/pages/returns-exchanges"">See full return policy</a></p>
</div>
</li>
</ul>",Kalalou,Trophy Head,"3 Piece Set, Bellacor Prods, Black, Ceramic, DISCOUNT, Eclectic, Gift For Her, Home Accents & Wall Decor_Sale, Kalalou, Kalalou-Vases, KALALOU20_DISCOUNT_20, Oval, Valentine-20, White",true,Title,Default Title,,,,,CGU2225,0.0,shopify,continue,manual,57.95,,true,true,'841628118346,https://cdn.shopify.com/s/files/1/0480/4175/4779/products/CGU2225-hr.jpg?v=1609391050,1,Kalalou Recycled Wooden Deer Head Wall Hanging,false,,"The Kalalou Recycled Wooden Deer Head hangs on the wall, upping the 'green' quotient of your home. Available in a larger size. The rustic hand crafted deer head steals the thunder. Have a quick glance at our full range of Deer Head Collection  Product Dimensions: 13"" x 8"" x 20"" T ‰ۢ ",Home & Garden > Decor,,,CGU2225,,,new,FALSE,,,,,Active,,lb,,7.00,active
kalalou-ceramic-hanging-planter-blue-bird-set-of-2,Kalalou Ceramic Hanging Bird Planter,"<span>Ceramic hanging bird shaped planter in a charming shade of blue from Kalalou. Perfect for planting garden herbs or creepers or small flowering plants. And the bird has a seriously cute expression that will make you smile. Fit for use either indoor or outdoor.åÊ</span><ul id=""cbp-ntaccordion"" class=""cbp-ntaccordion""><li><h3 class=""cbp-nttrigger"">Product Description</h3><div class=""cbp-ntcontent""><p>‰ۢ Product Dimensions: 7.5"" x 6.5"" x 5"" T</p><p>‰ۢ Material:åÊCeramic</p><p>‰ۢ Color: Blue</p><p>‰ۢ Sold in Boxes of: 1 Each</p><p>‰ۢ SKU:åÊCDV1762</p><p>‰ۢ Brand: Kalalou</p></div></li><li><h3 class=""cbp-nttrigger"">Returns &amp; Exchanges</h3><div class=""cbp-ntcontent""><p>Non-returnable.</p><p>Damaged items will be replaced.</p><p><a href=""http://www.modishstore.com/pages/returns-exchanges"">See full return policy</a></p></div></li></ul>",Kalalou,"Planters, Troughs & Cachepots","3 Piece Set, Bellacor Prods, Blue, Ceramic, Ceramic pots, Clay, Decorative Objects & Figurines, DISCOUNT, Gift For Her, kal-decor-instock, Kalalou, Kalalou-Planters, KALALOU20_DISCOUNT_20, Lawn & Garden_Sale, Natural, Novelty Planter, Oval, Printed, Rustic, Set, Specialty Shape, Valentine-20",true,Title,Default Title,,,,,CDV1762,0.0,shopify,continue,manual,67.90,,true,true,'841628147940,https://cdn.shopify.com/s/files/1/0480/4175/4779/products/CDV1762-hr.jpg?v=1609391049,1,Kalalou Ceramic Hanging Planter - Blue Bird - Set Of 2,false,,"Ceramic hanging bird shaped planter in a charming shade of blue from Kalalou. Perfect for planting garden herbs or creepers or small flowering plants. And the bird has a seriously cute expression that will make you smile. Fit for use either indoor or outdoor.  Product Dimensions: 7.5"" x 6.5"" x 5"" T",Home & Garden > Lawn & Garden > Gardening > Pots & Planters,,,CDV1762,,,new,FALSE,,,,,Active,,lb,,3.00,active
kalalou-terracotta-truck-planter,Kalalou Terracotta Truck Planter,"<ul id=""cbp-ntaccordion"" class=""cbp-ntaccordion"">
<li>
<h3 class=""cbp-nttrigger"">Product Description</h3>
<div class=""cbp-ntcontent"">
<p>‰ۢ Product Dimensions: 10"" x 19"" x 8"" T</p>
<p>‰ۢ Material: Terracotta</p>
<p>‰ۢ Sold in Boxes of: 1 Each</p>
<p>‰ۢ SKU: CTR200</p>
<p>‰ۢ Brand: Kalalou</p>
</div>
</li>
<li>
<h3 class=""cbp-nttrigger"">Returns &amp; Exchanges</h3>
<div class=""cbp-ntcontent"">
<p>Non-returnable.</p>
<p>Damaged items will be replaced.</p>
<p><a href=""http://www.modishstore.com/pages/returns-exchanges"">See full return policy</a></p>
</div>
</li>
</ul>",Kalalou,"Planters, Troughs & Cachepots","8 Piece Set, Bellacor Prods, Christmas, DISCOUNT, Felt, Gift Item, Holiday, Holiday-Party Items, Kalalou, Kalalou-Wine & Bar Accessories, KALALOU20_DISCOUNT_20, Multicolored, Rustic, Snata, Traditional, Wine & Bar Tool Sets",true,Title,Default Title,,,,,CTR200,0.0,shopify,continue,manual,57.95,,true,true,'841628120332,https://cdn.shopify.com/s/files/1/0480/4175/4779/products/CTR200-hr.jpg?v=1609391047,1,Kalalou Terracotta Truck Planter,false,,,Home & Garden > Lawn & Garden > Gardening > Pots & Planters,,,CTR200,,,new,FALSE,,,,,Active,,lb,,8.00,active
kalalou-ceramic-bull-dog-canister,Kalalou Ceramic Bull Dog Canister,"<ul id=""cbp-ntaccordion"" class=""cbp-ntaccordion"">
<li>
<h3 class=""cbp-nttrigger"">Product Description</h3>
<div class=""cbp-ntcontent"">
<p>‰ۢ ProductåÊDimensions: 7"" x 7.5"" x 10"" T</p>
<p>‰ۢ Material: Ceramic</p>
<p>‰ۢ Sold in Boxes of: 1 Each</p>
<p>‰ۢ SKU:åÊCDV1766</p>
<p>‰ۢ Brand: Kalalou</p>
</div>
</li>
<li>
<h3 class=""cbp-nttrigger"">Returns &amp; Exchanges</h3>
<div class=""cbp-ntcontent"">
<p>Non-returnable.</p>
<p>Damaged items will be replaced.</p>
<p><a href=""http://www.modishstore.com/pages/returns-exchanges"">See full return policy</a></p>
</div>
</li>
</ul>",Kalalou,Jars & Canisters,"8 Piece Set, Bellacor Prods, Christmas, DISCOUNT, Felt, Gift Item, Holiday, Holiday-Party Items, Kalalou, Kalalou-Jars & Canisters, Kalalou-Wine & Bar Accessories, KALALOU20_DISCOUNT_20, Multicolored, Rustic, Snata, Traditional, Wine & Bar Tool Sets",true,Title,Default Title,,,,,CDV1766,0.0,shopify,continue,manual,57.95,,true,true,'841628118209,https://cdn.shopify.com/s/files/1/0480/4175/4779/products/CDV1766-hr.jpg?v=1609391045,1,Kalalou Ceramic Bull Dog Canister,false,,,Home & Garden > Decor > Decorative Jars,,,CDV1766,,,new,FALSE,,,,,Active,,lb,,1.00,active
kalalou-ceramic-camper-canisters-set-of-2,Kalalou Ceramic Camper Canisters - Set Of 2,"<p>These quirky canisters will brighten up your home whether they're holding candy in the kitchen or toiletries in the bathroom.</p>
<ul id=""cbp-ntaccordion"" class=""cbp-ntaccordion"">
<li>
<h3 class=""cbp-nttrigger"">Product Description</h3>
<div class=""cbp-ntcontent"">
<p>‰ۢ Large Dimensions: 5"" x 10"" x 8.5"" T</p>
<p>‰ۢ Small Dimensions: 4.5"" x 9"" x 7.5"" T</p>
<p>‰ۢ Material: Ceramic</p>
<p>‰ۢ Sold in Boxes of: 1 Each</p>
<p>‰ۢ SKU:åÊCDV1744</p>
<p>‰ۢ Brand: Kalalou</p>
</div>
</li>
<li>
<h3 class=""cbp-nttrigger"">Returns &amp; Exchanges</h3>
<div class=""cbp-ntcontent"">
<p>Non-returnable.</p>
<p>Damaged items will be replaced.</p>
<p><a href=""http://www.modishstore.com/pages/returns-exchanges"">See full return policy</a></p>
</div>
</li>
</ul>",Kalalou,Jars & Canisters,"4 Piece Set, Bellacor Prods, Decorative Objects & Figurines, Decorative Wall Hangings, DISCOUNT, Holiday, Home Accents & Wall Decor_Sale, Kalalou, Kalalou-Holiday, Kalalou-Jars & Canisters, KALALOU20_DISCOUNT_20, Natural, Novelty Pattern, Recycled Icon, Rustic, Single Piece, Wood",true,Title,Default Title,,,,,CDV1744,0.0,shopify,continue,manual,83.95,,true,true,'841628118056,https://cdn.shopify.com/s/files/1/0480/4175/4779/products/CDV1744-hr.jpg?v=1609391043,1,Kalalou Ceramic Camper Canisters - Set Of 2,false,,,Home & Garden > Decor > Decorative Jars,,,CDV1744,,,new,FALSE,,,,,Active,,lb,,3.00,active
kalalou-canister-set-of-3,Kalalou Wire Fish Wall Hanging,"<p>Each canister in this trio is finished with its own tranquil ceramic glaze and is topped off with a circular lid and small handle. These charming yet understated pieces will look at home with any d̩cor.</p>
<ul id=""cbp-ntaccordion"" class=""cbp-ntaccordion"">
<li>
<h3 class=""cbp-nttrigger"">Product Description</h3>
<div class=""cbp-ntcontent"">
<p>‰ۢ Product Dimensions: 10"" x 21"" T</p>
<p>‰ۢ Color: Sage, Gray &amp; Brown</p>
<p>‰ۢ Sold in Boxes of: 1 Each</p>
<p>‰ۢ SKU:åÊCPH2584</p>
<p>‰ۢ Brand: Kalalou</p>
</div>
</li>
<li>
<h3 class=""cbp-nttrigger"">Returns &amp; Exchanges</h3>
<div class=""cbp-ntcontent"">
<p>Non-returnable.</p>
<p>Damaged items will be replaced.</p>
<p><a href=""http://www.modishstore.com/pages/returns-exchanges"">See full return policy</a></p>
</div>
</li>
</ul>",Kalalou,Jars & Canisters,"4 Piece Set, Bellacor Prods, Cross, Decorative Objects & Figurines, Decorative Wall Hangings, DISCOUNT, Holiday, Home Accents & Wall Decor_Sale, Kalalou, Kalalou-Holiday, Kalalou-Jars & Canisters, KALALOU20_DISCOUNT_20, Natural, Novelty Pattern, Ornamental, Reclaimed, Reclaimed-Holiday, Recycled Icon, Rustic, Starfish, Wood",true,Title,Default Title,,,,,A6214,0.0,shopify,deny,manual,27.95,,true,true,'841628155068,https://cdn.shopify.com/s/files/1/0480/4175/4779/products/A6214-1.jpg?v=1609391041,1,,false,,,Home & Garden > Decor > Decorative Jars,,,CPH2584,,,new,FALSE,,,,,Active,,lb,,9.00,active
